Food, Category, Country, Region, Year, Imports, Unit, Exports, Unit, Production, Unit, Consumption, Unit, Yield, Unit
barley,,Uzbekistan,,2004,15,(1000 MT),0,(1000 MT),220,(1000 MT),170,(1000 MT),3,(MT/HA)
barley,,Uzbekistan,,2005,18,(1000 MT),0,(1000 MT),240,(1000 MT),190,(1000 MT),3,(MT/HA)
barley,,Uzbekistan,,2006,22,(1000 MT),0,(1000 MT),240,(1000 MT),200,(1000 MT),3,(MT/HA)
barley,,Uzbekistan,,2007,23,(1000 MT),0,(1000 MT),240,(1000 MT),210,(1000 MT),3,(MT/HA)
barley,,Uzbekistan,,2008,23,(1000 MT),1,(1000 MT),240,(1000 MT),210,(1000 MT),3,(MT/HA)
barley,,Uzbekistan,,2009,19,(1000 MT),0,(1000 MT),240,(1000 MT),200,(1000 MT),3,(MT/HA)
barley,,Uzbekistan,,2010,22,(1000 MT),0,(1000 MT),240,(1000 MT),200,(1000 MT),3,(MT/HA)
barley,,Uzbekistan,,2011,93,(1000 MT),0,(1000 MT),240,(1000 MT),250,(1000 MT),3,(MT/HA)
barley,,Uzbekistan,,2012,22,(1000 MT),0,(1000 MT),240,(1000 MT),225,(1000 MT),3,(MT/HA)
barley,,Uzbekistan,,2013,38,(1000 MT),0,(1000 MT),240,(1000 MT),200,(1000 MT),3,(MT/HA)
barley,,Uzbekistan,,2014,57,(1000 MT),0,(1000 MT),240,(1000 MT),225,(1000 MT),3,(MT/HA)
barley,,Uzbekistan,,2015,50,(1000 MT),0,(1000 MT),240,(1000 MT),250,(1000 MT),3,(MT/HA)
barley,,Yemen,,2000,0,(1000 MT),0,(1000 MT),42,(1000 MT),0,(1000 MT),1,(MT/HA)
barley,,Yemen,,2001,0,(1000 MT),0,(1000 MT),46,(1000 MT),0,(1000 MT),1,(MT/HA)
barley,,Yemen,,2002,0,(1000 MT),0,(1000 MT),40,(1000 MT),0,(1000 MT),1,(MT/HA)
barley,,Yemen,,2003,0,(1000 MT),0,(1000 MT),28,(1000 MT),0,(1000 MT),1,(MT/HA)
barley,,Yemen,,2004,0,(1000 MT),0,(1000 MT),25,(1000 MT),0,(1000 MT),1,(MT/HA)
barley,,Yemen,,2005,0,(1000 MT),0,(1000 MT),21,(1000 MT),0,(1000 MT),1,(MT/HA)
barley,,Yemen,,2006,0,(1000 MT),0,(1000 MT),28,(1000 MT),0,(1000 MT),1,(MT/HA)
barley,,Yemen,,2007,10,(1000 MT),0,(1000 MT),35,(1000 MT),0,(1000 MT),1,(MT/HA)
barley,,Yemen,,2008,0,(1000 MT),0,(1000 MT),27,(1000 MT),0,(1000 MT),1,(MT/HA)
barley,,Yemen,,2009,7,(1000 MT),0,(1000 MT),23,(1000 MT),0,(1000 MT),1,(MT/HA)
barley,,Yemen,,2010,7,(1000 MT),0,(1000 MT),40,(1000 MT),0,(1000 MT),1,(MT/HA)
barley,,Yemen,,2011,0,(1000 MT),0,(1000 MT),30,(1000 MT),0,(1000 MT),1,(MT/HA)
barley,,Yemen,,2012,0,(1000 MT),0,(1000 MT),35,(1000 MT),0,(1000 MT),1,(MT/HA)
barley,,Yemen,,2013,0,(1000 MT),0,(1000 MT),35,(1000 MT),0,(1000 MT),1,(MT/HA)
barley,,Yemen,,2014,0,(1000 MT),0,(1000 MT),35,(1000 MT),0,(1000 MT),1,(MT/HA)
barley,,Yemen,,2015,0,(1000 MT),0,(1000 MT),35,(1000 MT),0,(1000 MT),1,(MT/HA)
barley,,Zimbabwe,,2000,16,(1000 MT),0,(1000 MT),32,(1000 MT),5,(1000 MT),6,(MT/HA)
barley,,Zimbabwe,,2001,0,(1000 MT),0,(1000 MT),32,(1000 MT),5,(1000 MT),5,(MT/HA)
barley,,Zimbabwe,,2002,16,(1000 MT),0,(1000 MT),58,(1000 MT),10,(1000 MT),5,(MT/HA)
barley,,Zimbabwe,,2003,0,(1000 MT),0,(1000 MT),50,(1000 MT),10,(1000 MT),5,(MT/HA)
barley,,Zimbabwe,,2004,0,(1000 MT),0,(1000 MT),36,(1000 MT),5,(1000 MT),5,(MT/HA)
barley,,Zimbabwe,,2005,0,(1000 MT),0,(1000 MT),43,(1000 MT),5,(1000 MT),5,(MT/HA)
barley,,Zimbabwe,,2006,0,(1000 MT),0,(1000 MT),54,(1000 MT),5,(1000 MT),5,(MT/HA)
barley,,Zimbabwe,,2007,0,(1000 MT),0,(1000 MT),48,(1000 MT),5,(1000 MT),5,(MT/HA)
barley,,Zimbabwe,,2008,0,(1000 MT),0,(1000 MT),50,(1000 MT),5,(1000 MT),5,(MT/HA)
barley,,Zimbabwe,,2009,0,(1000 MT),0,(1000 MT),58,(1000 MT),5,(1000 MT),5,(MT/HA)
barley,,Zimbabwe,,2010,0,(1000 MT),0,(1000 MT),67,(1000 MT),5,(1000 MT),5,(MT/HA)
barley,,Zimbabwe,,2011,10,(1000 MT),0,(1000 MT),65,(1000 MT),5,(1000 MT),7,(MT/HA)
barley,,Zimbabwe,,2012,15,(1000 MT),0,(1000 MT),60,(1000 MT),5,(1000 MT),8,(MT/HA)
barley,,Zimbabwe,,2013,15,(1000 MT),0,(1000 MT),60,(1000 MT),5,(1000 MT),8,(MT/HA)
barley,,Zimbabwe,,2014,15,(1000 MT),0,(1000 MT),60,(1000 MT),5,(1000 MT),8,(MT/HA)
barley,,Zimbabwe,,2015,15,(1000 MT),0,(1000 MT),60,(1000 MT),5,(1000 MT),8,(MT/HA)
corn,,Afghanistan,,2000,4,(1000 MT),0,(1000 MT),74,(1000 MT),5,(1000 MT),1,(MT/HA)
corn,,Afghanistan,,2001,3,(1000 MT),0,(1000 MT),87,(1000 MT),5,(1000 MT),1,(MT/HA)
corn,,Afghanistan,,2002,3,(1000 MT),0,(1000 MT),345,(1000 MT),30,(1000 MT),1,(MT/HA)
corn,,Afghanistan,,2003,0,(1000 MT),0,(1000 MT),240,(1000 MT),30,(1000 MT),1,(MT/HA)
corn,,Afghanistan,,2004,1,(1000 MT),0,(1000 MT),290,(1000 MT),30,(1000 MT),1,(MT/HA)
corn,,Afghanistan,,2005,0,(1000 MT),0,(1000 MT),337,(1000 MT),30,(1000 MT),1,(MT/HA)
corn,,Afghanistan,,2006,9,(1000 MT),0,(1000 MT),364,(1000 MT),30,(1000 MT),2,(MT/HA)
corn,,Afghanistan,,2007,0,(1000 MT),0,(1000 MT),370,(1000 MT),30,(1000 MT),2,(MT/HA)
corn,,Afghanistan,,2008,29,(1000 MT),0,(1000 MT),100,(1000 MT),10,(1000 MT),1,(MT/HA)
corn,,Afghanistan,,2009,16,(1000 MT),0,(1000 MT),333,(1000 MT),30,(1000 MT),1,(MT/HA)
corn,,Afghanistan,,2010,4,(1000 MT),0,(1000 MT),333,(1000 MT),30,(1000 MT),1,(MT/HA)
corn,,Afghanistan,,2011,29,(1000 MT),0,(1000 MT),300,(1000 MT),30,(1000 MT),1,(MT/HA)
corn,,Afghanistan,,2012,0,(1000 MT),0,(1000 MT),225,(1000 MT),25,(1000 MT),1,(MT/HA)
corn,,Afghanistan,,2013,0,(1000 MT),0,(1000 MT),400,(1000 MT),25,(1000 MT),1,(MT/HA)
corn,,Afghanistan,,2014,10,(1000 MT),0,(1000 MT),400,(1000 MT),25,(1000 MT),1,(MT/HA)
corn,,Afghanistan,,2015,0,(1000 MT),0,(1000 MT),400,(1000 MT),25,(1000 MT),1,(MT/HA)
corn,,Albania,,2000,0,(1000 MT),0,(1000 MT),2,(1000 MT),0,(1000 MT),2,(MT/HA)
corn,,Albania,,2001,0,(1000 MT),0,(1000 MT),3,(1000 MT),0,(1000 MT),3,(MT/HA)
corn,,Albania,,2002,0,(1000 MT),0,(1000 MT),4,(1000 MT),0,(1000 MT),4,(MT/HA)
corn,,Albania,,2003,0,(1000 MT),0,(1000 MT),3,(1000 MT),0,(1000 MT),2,(MT/HA)
corn,,Albania,,2004,0,(1000 MT),0,(1000 MT),4,(1000 MT),0,(1000 MT),2,(MT/HA)
corn,,Albania,,2005,0,(1000 MT),0,(1000 MT),4,(1000 MT),0,(1000 MT),2,(MT/HA)
corn,,Albania,,2006,0,(1000 MT),0,(1000 MT),6,(1000 MT),0,(1000 MT),3,(MT/HA)
corn,,Albania,,2007,0,(1000 MT),0,(1000 MT),4,(1000 MT),0,(1000 MT),4,(MT/HA)
corn,,Albania,,2008,0,(1000 MT),0,(1000 MT),4,(1000 MT),0,(1000 MT),4,(MT/HA)
corn,,Albania,,2009,2,(1000 MT),0,(1000 MT),5,(1000 MT),0,(1000 MT),3,(MT/HA)
corn,,Albania,,2010,2,(1000 MT),0,(1000 MT),7,(1000 MT),0,(1000 MT),2,(MT/HA)
corn,,Albania,,2011,2,(1000 MT),0,(1000 MT),9,(1000 MT),0,(1000 MT),3,(MT/HA)
corn,,Albania,,2012,1,(1000 MT),0,(1000 MT),7,(1000 MT),0,(1000 MT),2,(MT/HA)
corn,,Albania,,2013,1,(1000 MT),0,(1000 MT),7,(1000 MT),0,(1000 MT),2,(MT/HA)
corn,,Albania,,2014,2,(1000 MT),0,(1000 MT),7,(1000 MT),0,(1000 MT),2,(MT/HA)
corn,,Albania,,2015,0,(1000 MT),0,(1000 MT),7,(1000 MT),0,(1000 MT),2,(MT/HA)
corn,,Algeria,,2000,308,(1000 MT),0,(1000 MT),163,(1000 MT),425,(1000 MT),1,(MT/HA)
corn,,Algeria,,2001,379,(1000 MT),0,(1000 MT),574,(1000 MT),500,(1000 MT),1,(MT/HA)
corn,,Algeria,,2002,279,(1000 MT),0,(1000 MT),416,(1000 MT),600,(1000 MT),1,(MT/HA)
corn,,Algeria,,2003,0,(1000 MT),0,(1000 MT),1220,(1000 MT),700,(1000 MT),2,(MT/HA)
corn,,Algeria,,2004,51,(1000 MT),0,(1000 MT),1314,(1000 MT),850,(1000 MT),1,(MT/HA)
corn,,Algeria,,2005,128,(1000 MT),0,(1000 MT),400,(1000 MT),700,(1000 MT),1,(MT/HA)
corn,,Algeria,,2006,158,(1000 MT),0,(1000 MT),700,(1000 MT),750,(1000 MT),1,(MT/HA)
corn,,Algeria,,2007,21,(1000 MT),0,(1000 MT),950,(1000 MT),900,(1000 MT),1,(MT/HA)
corn,,Algeria,,2008,391,(1000 MT),0,(1000 MT),560,(1000 MT),950,(1000 MT),1,(MT/HA)
corn,,Algeria,,2009,24,(1000 MT),11,(1000 MT),2400,(1000 MT),1100,(1000 MT),2,(MT/HA)
corn,,Algeria,,2010,89,(1000 MT),0,(1000 MT),1500,(1000 MT),1300,(1000 MT),2,(MT/HA)
corn,,Algeria,,2011,672,(1000 MT),0,(1000 MT),1350,(1000 MT),1500,(1000 MT),1,(MT/HA)
corn,,Algeria,,2012,259,(1000 MT),0,(1000 MT),1500,(1000 MT),1700,(1000 MT),2,(MT/HA)
corn,,Algeria,,2013,511,(1000 MT),0,(1000 MT),1500,(1000 MT),1700,(1000 MT),2,(MT/HA)
corn,,Algeria,,2014,876,(1000 MT),0,(1000 MT),1300,(1000 MT),1700,(1000 MT),2,(MT/HA)
corn,,Algeria,,2015,650,(1000 MT),0,(1000 MT),1300,(1000 MT),1700,(1000 MT),1,(MT/HA)
corn,,Argentina,,2000,0,(1000 MT),211,(1000 MT),722,(1000 MT),50,(1000 MT),3,(MT/HA)
corn,,Argentina,,2001,0,(1000 MT),89,(1000 MT),530,(1000 MT),25,(1000 MT),2,(MT/HA)
corn,,Argentina,,2002,0,(1000 MT),102,(1000 MT),550,(1000 MT),25,(1000 MT),2,(MT/HA)
corn,,Argentina,,2003,0,(1000 MT),191,(1000 MT),1005,(1000 MT),150,(1000 MT),3,(MT/HA)
corn,,Argentina,,2004,0,(1000 MT),316,(1000 MT),895,(1000 MT),125,(1000 MT),3,(MT/HA)
corn,,Argentina,,2005,0,(1000 MT),353,(1000 MT),799,(1000 MT),50,(1000 MT),3,(MT/HA)
corn,,Argentina,,2006,0,(1000 MT),531,(1000 MT),1330,(1000 MT),75,(1000 MT),4,(MT/HA)
corn,,Argentina,,2007,0,(1000 MT),911,(1000 MT),1600,(1000 MT),50,(1000 MT),4,(MT/HA)
corn,,Argentina,,2008,0,(1000 MT),1018,(1000 MT),2110,(1000 MT),75,(1000 MT),3,(MT/HA)
corn,,Argentina,,2009,0,(1000 MT),482,(1000 MT),1356,(1000 MT),100,(1000 MT),3,(MT/HA)
corn,,Argentina,,2010,0,(1000 MT),1614,(1000 MT),2950,(1000 MT),200,(1000 MT),4,(MT/HA)
corn,,Argentina,,2011,0,(1000 MT),3616,(1000 MT),4500,(1000 MT),100,(1000 MT),4,(MT/HA)
corn,,Argentina,,2012,0,(1000 MT),3581,(1000 MT),5000,(1000 MT),100,(1000 MT),3,(MT/HA)
corn,,Argentina,,2013,0,(1000 MT),2891,(1000 MT),4750,(1000 MT),400,(1000 MT),4,(MT/HA)
corn,,Argentina,,2014,0,(1000 MT),1500,(1000 MT),2900,(1000 MT),200,(1000 MT),3,(MT/HA)
corn,,Argentina,,2015,0,(1000 MT),2000,(1000 MT),3400,(1000 MT),200,(1000 MT),4,(MT/HA)
corn,,Armenia,,2000,8,(1000 MT),0,(1000 MT),60,(1000 MT),60,(1000 MT),1,(MT/HA)
corn,,Armenia,,2001,0,(1000 MT),0,(1000 MT),108,(1000 MT),100,(1000 MT),1,(MT/HA)
corn,,Armenia,,2002,0,(1000 MT),0,(1000 MT),110,(1000 MT),105,(1000 MT),2,(MT/HA)
corn,,Armenia,,2003,0,(1000 MT),0,(1000 MT),68,(1000 MT),65,(1000 MT),1,(MT/HA)
corn,,Armenia,,2004,3,(1000 MT),0,(1000 MT),131,(1000 MT),123,(1000 MT),2,(MT/HA)
corn,,Armenia,,2005,2,(1000 MT),0,(1000 MT),132,(1000 MT),130,(1000 MT),2,(MT/HA)
corn,,Armenia,,2006,8,(1000 MT),0,(1000 MT),60,(1000 MT),65,(1000 MT),1,(MT/HA)
corn,,Armenia,,2007,2,(1000 MT),0,(1000 MT),192,(1000 MT),180,(1000 MT),3,(MT/HA)
corn,,Armenia,,2008,0,(1000 MT),0,(1000 MT),149,(1000 MT),150,(1000 MT),2,(MT/HA)
corn,,Armenia,,2009,18,(1000 MT),0,(1000 MT),145,(1000 MT),150,(1000 MT),2,(MT/HA)
corn,,Armenia,,2010,12,(1000 MT),0,(1000 MT),118,(1000 MT),125,(1000 MT),2,(MT/HA)
corn,,Armenia,,2011,12,(1000 MT),0,(1000 MT),178,(1000 MT),175,(1000 MT),3,(MT/HA)
corn,,Armenia,,2012,4,(1000 MT),0,(1000 MT),170,(1000 MT),175,(1000 MT),3,(MT/HA)
corn,,Armenia,,2013,8,(1000 MT),0,(1000 MT),180,(1000 MT),175,(1000 MT),3,(MT/HA)
corn,,Armenia,,2014,5,(1000 MT),0,(1000 MT),160,(1000 MT),175,(1000 MT),2,(MT/HA)
corn,,Armenia,,2015,10,(1000 MT),0,(1000 MT),160,(1000 MT),175,(1000 MT),2,(MT/HA)
corn,,Australia,,2000,0,(1000 MT),3967,(1000 MT),6743,(1000 MT),1300,(1000 MT),2,(MT/HA)
corn,,Australia,,2001,0,(1000 MT),4676,(1000 MT),8280,(1000 MT),1800,(1000 MT),2,(MT/HA)
corn,,Australia,,2002,0,(1000 MT),1984,(1000 MT),3865,(1000 MT),1750,(1000 MT),1,(MT/HA)
corn,,Australia,,2003,0,(1000 MT),6398,(1000 MT),10387,(1000 MT),2150,(1000 MT),2,(MT/HA)
corn,,Australia,,2004,0,(1000 MT),4261,(1000 MT),7740,(1000 MT),2500,(1000 MT),2,(MT/HA)
corn,,Australia,,2005,0,(1000 MT),5267,(1000 MT),9483,(1000 MT),2500,(1000 MT),2,(MT/HA)
corn,,Australia,,2006,0,(1000 MT),1851,(1000 MT),4257,(1000 MT),2900,(1000 MT),1,(MT/HA)
corn,,Australia,,2007,0,(1000 MT),3386,(1000 MT),7159,(1000 MT),2100,(1000 MT),1,(MT/HA)
corn,,Australia,,2008,0,(1000 MT),3234,(1000 MT),7996,(1000 MT),2900,(1000 MT),2,(MT/HA)
corn,,Australia,,2009,0,(1000 MT),3915,(1000 MT),7865,(1000 MT),3300,(1000 MT),2,(MT/HA)
corn,,Australia,,2010,0,(1000 MT),4664,(1000 MT),7995,(1000 MT),3000,(1000 MT),2,(MT/HA)
corn,,Australia,,2011,0,(1000 MT),5376,(1000 MT),8221,(1000 MT),2100,(1000 MT),2,(MT/HA)
corn,,Australia,,2012,0,(1000 MT),4482,(1000 MT),7472,(1000 MT),1800,(1000 MT),2,(MT/HA)
corn,,Australia,,2013,0,(1000 MT),6216,(1000 MT),9174,(1000 MT),1500,(1000 MT),2,(MT/HA)
corn,,Australia,,2014,0,(1000 MT),5219,(1000 MT),8014,(1000 MT),1300,(1000 MT),2,(MT/HA)
corn,,Australia,,2015,0,(1000 MT),6000,(1000 MT),8700,(1000 MT),1300,(1000 MT),2,(MT/HA)
corn,,Azerbaijan,,2000,4,(1000 MT),0,(1000 MT),150,(1000 MT),125,(1000 MT),1,(MT/HA)
corn,,Azerbaijan,,2001,0,(1000 MT),0,(1000 MT),300,(1000 MT),225,(1000 MT),2,(MT/HA)
corn,,Azerbaijan,,2002,15,(1000 MT),0,(1000 MT),290,(1000 MT),275,(1000 MT),2,(MT/HA)
corn,,Azerbaijan,,2003,50,(1000 MT),0,(1000 MT),290,(1000 MT),300,(1000 MT),2,(MT/HA)
corn,,Azerbaijan,,2004,8,(1000 MT),0,(1000 MT),350,(1000 MT),325,(1000 MT),2,(MT/HA)
corn,,Azerbaijan,,2005,8,(1000 MT),0,(1000 MT),375,(1000 MT),350,(1000 MT),2,(MT/HA)
corn,,Azerbaijan,,2006,0,(1000 MT),0,(1000 MT),365,(1000 MT),325,(1000 MT),2,(MT/HA)
corn,,Azerbaijan,,2007,11,(1000 MT),0,(1000 MT),400,(1000 MT),400,(1000 MT),2,(MT/HA)
corn,,Azerbaijan,,2008,11,(1000 MT),0,(1000 MT),500,(1000 MT),475,(1000 MT),2,(MT/HA)
corn,,Azerbaijan,,2009,16,(1000 MT),0,(1000 MT),540,(1000 MT),525,(1000 MT),2,(MT/HA)
corn,,Azerbaijan,,2010,83,(1000 MT),0,(1000 MT),530,(1000 MT),600,(1000 MT),2,(MT/HA)
corn,,Azerbaijan,,2011,56,(1000 MT),0,(1000 MT),633,(1000 MT),600,(1000 MT),2,(MT/HA)
corn,,Azerbaijan,,2012,7,(1000 MT),0,(1000 MT),740,(1000 MT),700,(1000 MT),3,(MT/HA)
corn,,Azerbaijan,,2013,37,(1000 MT),0,(1000 MT),822,(1000 MT),750,(1000 MT),2,(MT/HA)
corn,,Azerbaijan,,2014,150,(1000 MT),0,(1000 MT),600,(1000 MT),750,(1000 MT),2,(MT/HA)
corn,,Azerbaijan,,2015,100,(1000 MT),0,(1000 MT),700,(1000 MT),800,(1000 MT),2,(MT/HA)
corn,,Belarus,,2000,40,(1000 MT),0,(1000 MT),1378,(1000 MT),1000,(1000 MT),2,(MT/HA)
corn,,Belarus,,2001,22,(1000 MT),0,(1000 MT),1700,(1000 MT),1050,(1000 MT),2,(MT/HA)
corn,,Belarus,,2002,11,(1000 MT),0,(1000 MT),1681,(1000 MT),1150,(1000 MT),2,(MT/HA)
corn,,Belarus,,2003,105,(1000 MT),0,(1000 MT),1800,(1000 MT),1150,(1000 MT),2,(MT/HA)
corn,,Belarus,,2004,50,(1000 MT),0,(1000 MT),2000,(1000 MT),1300,(1000 MT),3,(MT/HA)
corn,,Belarus,,2005,25,(1000 MT),0,(1000 MT),1864,(1000 MT),1400,(1000 MT),3,(MT/HA)
corn,,Belarus,,2006,75,(1000 MT),0,(1000 MT),1831,(1000 MT),1400,(1000 MT),3,(MT/HA)
corn,,Belarus,,2007,75,(1000 MT),0,(1000 MT),1911,(1000 MT),1400,(1000 MT),3,(MT/HA)
corn,,Belarus,,2008,75,(1000 MT),0,(1000 MT),2212,(1000 MT),1600,(1000 MT),4,(MT/HA)
corn,,Belarus,,2009,50,(1000 MT),0,(1000 MT),2123,(1000 MT),1600,(1000 MT),3,(MT/HA)
corn,,Belarus,,2010,25,(1000 MT),0,(1000 MT),1966,(1000 MT),1400,(1000 MT),3,(MT/HA)
corn,,Belarus,,2011,75,(1000 MT),0,(1000 MT),1979,(1000 MT),1500,(1000 MT),3,(MT/HA)
corn,,Belarus,,2012,50,(1000 MT),0,(1000 MT),1917,(1000 MT),1400,(1000 MT),3,(MT/HA)
corn,,Belarus,,2013,25,(1000 MT),0,(1000 MT),1674,(1000 MT),1200,(1000 MT),3,(MT/HA)
corn,,Belarus,,2014,25,(1000 MT),0,(1000 MT),2250,(1000 MT),1500,(1000 MT),4,(MT/HA)
corn,,Belarus,,2015,25,(1000 MT),0,(1000 MT),2000,(1000 MT),1600,(1000 MT),3,(MT/HA)
corn,,Bolivia,,2000,0,(1000 MT),0,(1000 MT),67,(1000 MT),0,(1000 MT),1,(MT/HA)
corn,,Bolivia,,2001,0,(1000 MT),0,(1000 MT),68,(1000 MT),0,(1000 MT),1,(MT/HA)
corn,,Bolivia,,2002,0,(1000 MT),0,(1000 MT),70,(1000 MT),0,(1000 MT),1,(MT/HA)
corn,,Bolivia,,2003,0,(1000 MT),0,(1000 MT),70,(1000 MT),0,(1000 MT),1,(MT/HA)
corn,,Bolivia,,2004,0,(1000 MT),0,(1000 MT),70,(1000 MT),0,(1000 MT),1,(MT/HA)
corn,,Bolivia,,2005,0,(1000 MT),0,(1000 MT),70,(1000 MT),0,(1000 MT),1,(MT/HA)
corn,,Bolivia,,2006,0,(1000 MT),0,(1000 MT),70,(1000 MT),0,(1000 MT),1,(MT/HA)
corn,,Bolivia,,2007,0,(1000 MT),0,(1000 MT),70,(1000 MT),0,(1000 MT),1,(MT/HA)
corn,,Bolivia,,2008,0,(1000 MT),0,(1000 MT),70,(1000 MT),0,(1000 MT),1,(MT/HA)
corn,,Bolivia,,2009,0,(1000 MT),0,(1000 MT),70,(1000 MT),0,(1000 MT),1,(MT/HA)
corn,,Bolivia,,2010,0,(1000 MT),0,(1000 MT),70,(1000 MT),0,(1000 MT),1,(MT/HA)
corn,,Bolivia,,2011,0,(1000 MT),0,(1000 MT),70,(1000 MT),0,(1000 MT),1,(MT/HA)
corn,,Bolivia,,2012,0,(1000 MT),0,(1000 MT),70,(1000 MT),0,(1000 MT),1,(MT/HA)
corn,,Bolivia,,2013,0,(1000 MT),0,(1000 MT),70,(1000 MT),0,(1000 MT),1,(MT/HA)
corn,,Bolivia,,2014,0,(1000 MT),0,(1000 MT),70,(1000 MT),0,(1000 MT),1,(MT/HA)
corn,,Bolivia,,2015,0,(1000 MT),0,(1000 MT),70,(1000 MT),0,(1000 MT),1,(MT/HA)
corn,,Bosnia and Herzegovina,,2000,5,(1000 MT),0,(1000 MT),54,(1000 MT),50,(1000 MT),2,(MT/HA)
corn,,Bosnia and Herzegovina,,2001,18,(1000 MT),0,(1000 MT),56,(1000 MT),55,(1000 MT),2,(MT/HA)
corn,,Bosnia and Herzegovina,,2002,31,(1000 MT),0,(1000 MT),61,(1000 MT),75,(1000 MT),3,(MT/HA)
corn,,Bosnia and Herzegovina,,2003,28,(1000 MT),0,(1000 MT),40,(1000 MT),65,(1000 MT),2,(MT/HA)
corn,,Bosnia and Herzegovina,,2004,26,(1000 MT),0,(1000 MT),62,(1000 MT),75,(1000 MT),3,(MT/HA)
corn,,Bosnia and Herzegovina,,2005,28,(1000 MT),0,(1000 MT),52,(1000 MT),75,(1000 MT),3,(MT/HA)
corn,,Bosnia and Herzegovina,,2006,31,(1000 MT),0,(1000 MT),62,(1000 MT),75,(1000 MT),3,(MT/HA)
corn,,Bosnia and Herzegovina,,2007,16,(1000 MT),0,(1000 MT),61,(1000 MT),75,(1000 MT),3,(MT/HA)
corn,,Bosnia and Herzegovina,,2008,21,(1000 MT),0,(1000 MT),78,(1000 MT),75,(1000 MT),3,(MT/HA)
corn,,Bosnia and Herzegovina,,2009,26,(1000 MT),0,(1000 MT),77,(1000 MT),100,(1000 MT),4,(MT/HA)
corn,,Bosnia and Herzegovina,,2010,23,(1000 MT),0,(1000 MT),50,(1000 MT),65,(1000 MT),3,(MT/HA)
corn,,Bosnia and Herzegovina,,2011,17,(1000 MT),0,(1000 MT),66,(1000 MT),75,(1000 MT),3,(MT/HA)
corn,,Bosnia and Herzegovina,,2012,16,(1000 MT),0,(1000 MT),65,(1000 MT),75,(1000 MT),3,(MT/HA)
corn,,Bosnia and Herzegovina,,2013,19,(1000 MT),0,(1000 MT),65,(1000 MT),75,(1000 MT),3,(MT/HA)
corn,,Bosnia and Herzegovina,,2014,25,(1000 MT),0,(1000 MT),44,(1000 MT),65,(1000 MT),2,(MT/HA)
corn,,Bosnia and Herzegovina,,2015,25,(1000 MT),0,(1000 MT),38,(1000 MT),50,(1000 MT),3,(MT/HA)
corn,,Brazil,,2000,194,(1000 MT),84,(1000 MT),283,(1000 MT),15,(1000 MT),2,(MT/HA)
corn,,Brazil,,2001,148,(1000 MT),0,(1000 MT),298,(1000 MT),15,(1000 MT),2,(MT/HA)
corn,,Brazil,,2002,281,(1000 MT),0,(1000 MT),245,(1000 MT),15,(1000 MT),2,(MT/HA)
corn,,Brazil,,2003,161,(1000 MT),0,(1000 MT),345,(1000 MT),15,(1000 MT),3,(MT/HA)
corn,,Brazil,,2004,149,(1000 MT),0,(1000 MT),307,(1000 MT),15,(1000 MT),2,(MT/HA)
corn,,Brazil,,2005,202,(1000 MT),0,(1000 MT),329,(1000 MT),15,(1000 MT),2,(MT/HA)
corn,,Brazil,,2006,244,(1000 MT),0,(1000 MT),203,(1000 MT),10,(1000 MT),2,(MT/HA)
corn,,Brazil,,2007,279,(1000 MT),29,(1000 MT),236,(1000 MT),10,(1000 MT),2,(MT/HA)
corn,,Brazil,,2008,454,(1000 MT),0,(1000 MT),237,(1000 MT),10,(1000 MT),3,(MT/HA)
corn,,Brazil,,2009,334,(1000 MT),0,(1000 MT),201,(1000 MT),10,(1000 MT),3,(MT/HA)
corn,,Brazil,,2010,324,(1000 MT),0,(1000 MT),284,(1000 MT),25,(1000 MT),3,(MT/HA)
corn,,Brazil,,2011,323,(1000 MT),0,(1000 MT),305,(1000 MT),25,(1000 MT),3,(MT/HA)
corn,,Brazil,,2012,384,(1000 MT),26,(1000 MT),287,(1000 MT),25,(1000 MT),3,(MT/HA)
corn,,Brazil,,2013,318,(1000 MT),0,(1000 MT),330,(1000 MT),25,(1000 MT),3,(MT/HA)
corn,,Brazil,,2014,450,(1000 MT),25,(1000 MT),300,(1000 MT),25,(1000 MT),3,(MT/HA)
corn,,Brazil,,2015,400,(1000 MT),0,(1000 MT),280,(1000 MT),25,(1000 MT),3,(MT/HA)
corn,,Canada,,2000,38,(1000 MT),1971,(1000 MT),13229,(1000 MT),10145,(1000 MT),3,(MT/HA)
corn,,Canada,,2001,105,(1000 MT),1164,(1000 MT),10846,(1000 MT),8979,(1000 MT),3,(MT/HA)
corn,,Canada,,2002,247,(1000 MT),427,(1000 MT),7468,(1000 MT),6320,(1000 MT),2,(MT/HA)
corn,,Canada,,2003,31,(1000 MT),1854,(1000 MT),12164,(1000 MT),8357,(1000 MT),3,(MT/HA)
corn,,Canada,,2004,81,(1000 MT),1175,(1000 MT),12557,(1000 MT),8807,(1000 MT),3,(MT/HA)
corn,,Canada,,2005,44,(1000 MT),2232,(1000 MT),11678,(1000 MT),8398,(1000 MT),3,(MT/HA)
corn,,Canada,,2006,43,(1000 MT),1232,(1000 MT),9573,(1000 MT),8757,(1000 MT),3,(MT/HA)
corn,,Canada,,2007,55,(1000 MT),3046,(1000 MT),10910,(1000 MT),6388,(1000 MT),3,(MT/HA)
corn,,Canada,,2008,42,(1000 MT),1483,(1000 MT),11786,(1000 MT),7605,(1000 MT),3,(MT/HA)
